  Current Time (s),Current Time (years),Pore Volume,Phase1-S11- Volume rate,Phase2-S11- Volume rate,Phase1-S11- Cumulative production,Phase2-S11- Cumulative production,Phase1-S11- Averaged PhaseVolumeFraction,Phase2-S11- Averaged PhaseVolumeFraction,Phase1-S11- Averaged Density,Phase2-S11- Averaged Density
 0.39907525258E+01,0.12654593245E-06,0.30430818085E+01,0.61025710439E+00,0.89829923946E-01,0.18186496907E+01,0.98249881972E+00,0.42771287028E+00,0.57228712972E+00,0.10000000000E+01,0.10000000000E+01
 0.43739012616E+01,0.13869549916E-06,0.30430818085E+01,0.61879355197E+00,0.81490368893E-01,0.20557396578E+01,0.10137217515E+01,0.44191289612E+00,0.55808710388E+00,0.10000000000E+01,0.10000000000E+01
 0.47570880610E+01,0.15084627286E-06,0.30430818085E+01,0.62873213512E+00,0.72617941288E-01,0.22966615124E+01,0.10415479880E+01,0.45689532657E+00,0.54310467343E+00,0.10000000000E+01,0.10000000000E+01
 0.51402196391E+01,0.16299529551E-06,0.30430818085E+01,0.63920641639E+00,0.63396622176E-01,0.25415616754E+01,0.10658372359E+01,0.47135307917E+00,0.52864692083E+00,0.10000000000E+01,0.10000000000E+01
 0.55232720344E+01,0.17514180728E-06,0.30430818085E+01,0.64888402685E+00,0.54884569070E-01,0.27901182562E+01,0.10868609016E+01,0.48425521900E+00,0.51574478101E+00,0.10000000000E+01,0.10000000000E+01
 0.59062406521E+01,0.18728566248E-06,0.30430818085E+01,0.65698424962E+00,0.47724651686E-01,0.30417226061E+01,0.11051379455E+01,0.49539053573E+00,0.50460946427E+00,0.10000000000E+01,0.10000000000E+01
 0.62891352342E+01,0.19942717003E-06,0.30430818085E+01,0.66346689949E+00,0.41936823830E-01,0.32957604873E+01,0.11211953281E+01,0.50496421768E+00,0.49503578232E+00,0.10000000000E+01,0.10000000000E+01
 0.66719718456E+01,0.21156683935E-06,0.30430818085E+01,0.66860911723E+00,0.37278075644E-01,0.35517285361E+01,0.11354667403E+01,0.51325163090E+00,0.48674836910E+00,0.10000000000E+01,0.10000000000E+01
 0.70547620519E+01,0.22370503716E-06,0.30430818085E+01,0.69015665924E+00,0.34559601551E-01,0.38159137460E+01,0.11486958173E+01,0.52025082542E+00,0.47974917458E+00,0.10000000000E+01,0.10000000000E+01
 0.74361408310E+01,0.23579847891E-06,0.30430818085E+01,0.69174779508E+00,0.31400817736E-01,0.40797316756E+01,0.11606714228E+01,0.52642539776E+00,0.47357460224E+00,0.10000000000E+01,0.10000000000E+01
 0.78176289994E+01,0.24789538938E-06,0.30430818085E+01,0.69310341780E+00,0.28733826987E-01,0.43441424290E+01,0.11716330378E+01,0.53201080551E+00,0.46798919449E+00,0.10000000000E+01,0.10000000000E+01
 0.81992060481E+01,0.25999511822E-06,0.30430818085E+01,0.69423427078E+00,0.26456099067E-01,0.46090462931E+01,0.11817280780E+01,0.53709750822E+00,0.46290249178E+00,0.10000000000E+01,0.10000000000E+01
 0.85808568646E+01,0.27209718622E-06,0.30430818085E+01,0.69519357075E+00,0.24490796087E-01,0.48743674870E+01,0.11910750104E+01,0.54176089493E+00,0.45823910507E+00,0.10000000000E+01,0.10000000000E+01
 0.89625715949E+01,0.28420128091E-06,0.30430818085E+01,0.69601889934E+00,0.22779373566E-01,0.51400481534E+01,0.11997702328E+01,0.54606061015E+00,0.45393938985E+00,0.10000000000E+01,0.10000000000E+01
 0.93443410246E+01,0.29630711012E-06,0.30430818085E+01,0.69673754372E+00,0.21276360647E-01,0.54060412482E+01,0.12078928969E+01,0.55004564437E+00,0.44995435563E+00,0.10000000000E+01,0.10000000000E+01
 0.97261599121E+01,0.30841450761E-06,0.30430818085E+01,0.69736973522E+00,0.19946433234E-01,0.56723101847E+01,0.12155088218E+01,0.55375573448E+00,0.44624426552E+00,0.10000000000E+01,0.10000000000E+01
 0.10108022992E+02,0.32052330645E-06,0.30430818085E+01,0.69793070678E+00,0.18761574389E-01,0.59388241540E+01,0.12226731744E+01,0.55722409475E+00,0.44277590525E+00,0.10000000000E+01,0.10000000000E+01
 0.10489924603E+02,0.33263332709E-06,0.30430818085E+01,0.69843224046E+00,0.17699531327E-01,0.62055565518E+01,0.12294326539E+01,0.56047821526E+00,0.43952178474E+00,0.10000000000E+01,0.10000000000E+01
 0.10871860627E+02,0.34474443897E-06,0.30430818085E+01,0.69888366069E+00,0.16742245663E-01,0.64724853985E+01,0.12358271207E+01,0.56354160000E+00,0.43645840000E+00,0.10000000000E+01,0.10000000000E+01
 0.11253827505E+02,0.35685652920E-06,0.30430818085E+01,0.69929240393E+00,0.15875029648E-01,0.67395919345E+01,0.12418908562E+01,0.56643417360E+00,0.43356582640E+00,0.10000000000E+01,0.10000000000E+01
 0.11635821457E+02,0.36896947795E-06,0.30430818085E+01,0.69966441502E+00,0.15085885549E-01,0.70068595093E+01,0.12476535732E+01,0.56917269363E+00,0.43082730637E+00,0.10000000000E+01,0.10000000000E+01
 0.12017840730E+02,0.38108322965E-06,0.30430818085E+01,0.70000465283E+00,0.14364804912E-01,0.72742747783E+01,0.12531412056E+01,0.57177180378E+00,0.42822819622E+00,0.10000000000E+01,0.10000000000E+01
 0.12399883706E+02,0.39319773295E-06,0.30430818085E+01,0.70031708119E+00,0.13703437911E-01,0.75418260002E+01,0.12583765078E+01,0.57424411435E+00,0.42575588565E+00,0.10000000000E+01,0.10000000000E+01
 0.12781949023E+02,0.40531294465E-06,0.30430818085E+01,0.70060506004E+00,0.13094711903E-01,0.78095028941E+01,0.12633795430E+01,0.57660075459E+00,0.42339924541E+00,0.10000000000E+01,0.10000000000E+01
 0.13164034226E+02,0.41742878697E-06,0.30430818085E+01,0.70087141572E+00,0.12532617084E-01,0.80772954914E+01,0.12681680705E+01,0.57885152858E+00,0.42114847142E+00,0.10000000000E+01,0.10000000000E+01
 0.13546137600E+02,0.42954520549E-06,0.30430818085E+01,0.70111851875E+00,0.12012075189E-01,0.83451952433E+01,0.12727579250E+01,0.58100486593E+00,0.41899513407E+00,0.10000000000E+01,0.10000000000E+01
 0.13928258015E+02,0.44166216436E-06,0.30430818085E+01,0.70134837716E+00,0.11528726969E-01,0.86131947762E+01,0.12771632869E+01,0.58306821435E+00,0.41693178565E+00,0.10000000000E+01,0.10000000000E+01
 0.14310394004E+02,0.45377961708E-06,0.30430818085E+01,0.70156281897E+00,0.11078651183E-01,0.88812871778E+01,0.12813968383E+01,0.58504904939E+00,0.41495095061E+00,0.10000000000E+01,0.10000000000E+01
 0.14692545105E+02,0.46589754900E-06,0.30430818085E+01,0.70176331716E+00,0.10658486766E-01,0.91494668022E+01,0.12854699907E+01,0.58695362987E+00,0.41304637013E+00,0.10000000000E+01,0.10000000000E+01
 0.15074710218E+02,0.47801592523E-06,0.30430818085E+01,0.70195112012E+00,0.10265368557E-01,0.94177280312E+01,0.12893930565E+01,0.58878772245E+00,0.41121227755E+00,0.10000000000E+01,0.10000000000E+01
 0.15456888385E+02,0.49013471540E-06,0.30430818085E+01,0.70212752488E+00,0.98968423380E-02,0.96860658415E+01,0.12931754135E+01,0.59055590505E+00,0.40944409495E+00,0.10000000000E+01,0.10000000000E+01
 0.15839078938E+02,0.50225389833E-06,0.30430818085E+01,0.70229339225E+00,0.95505887071E-02,0.99544757415E+01,0.12968255583E+01,0.59226331363E+00,0.40773668637E+00,0.10000000000E+01,0.10000000000E+01
 0.16221281498E+02,0.51437346201E-06,0.30430818085E+01,0.70244977111E+00,0.92244848149E-02,0.10222953842E+02,0.13003511800E+01,0.59391510500E+00,0.40608489500E+00,0.10000000000E+01,0.10000000000E+01
 0.16603495337E+02,0.52649338333E-06,0.30430818085E+01,0.70259742859E+00,0.89169172628E-02,0.10491496303E+02,0.13037593492E+01,0.59551429720E+00,0.40448570280E+00,0.10000000000E+01,0.10000000000E+01
 0.16985720182E+02,0.53861365366E-06,0.30430818085E+01,0.70273712245E+00,0.86263703063E-02,0.10760099890E+02,0.13070565622E+01,0.59706404463E+00,0.40293595537E+00,0.10000000000E+01,0.10000000000E+01
 0.17367955563E+02,0.55073425809E-06,0.30430818085E+01,0.70286950091E+00,0.83516808689E-02,0.11028761482E+02,0.13102488702E+01,0.59856647884E+00,0.40143352116E+00,0.10000000000E+01,0.10000000000E+01
 0.17750200640E+02,0.56285516997E-06,0.30430818085E+01,0.70299515561E+00,0.80916140062E-02,0.11297477920E+02,0.13133418498E+01,0.60002453862E+00,0.39997546138E+00,0.10000000000E+01,0.10000000000E+01
 0.18132454476E+02,0.57497635958E-06,0.30430818085E+01,0.70311460599E+00,0.78451040002E-02,0.11566246174E+02,0.13163406709E+01,0.60143996474E+00,0.39856003526E+00,0.10000000000E+01,0.10000000000E+01
 0.18514716577E+02,0.58709781128E-06,0.30430818085E+01,0.70322828859E+00,0.76112093721E-02,0.11835063697E+02,0.13192501478E+01,0.60281504282E+00,0.39718495718E+00,0.10000000000E+01,0.10000000000E+01
 0.18896986420E+02,0.59921950850E-06,0.30430818085E+01,0.70333653541E+00,0.73888600651E-02,0.12103928045E+02,0.13220746861E+01,0.60415256689E+00,0.39584743311E+00,0.10000000000E+01,0.10000000000E+01
 0.19279263742E+02,0.61134144285E-06,0.30430818085E+01,0.70343974309E+00,0.71774281693E-02,0.12372837106E+02,0.13248184542E+01,0.60545469883E+00,0.39454530117E+00,0.10000000000E+01,0.10000000000E+01
 0.19661548914E+02,0.62346362614E-06,0.30430818085E+01,0.70353854586E+00,0.69758784348E-02,0.12641789460E+02,0.13274852290E+01,0.60672369036E+00,0.39327630964E+00,0.10000000000E+01,0.10000000000E+01
 0.20043841725E+02,0.63558605165E-06,0.30430818085E+01,0.70363316010E+00,0.67835024855E-02,0.12910783359E+02,0.13300785133E+01,0.60796118597E+00,0.39203881403E+00,0.10000000000E+01,0.10000000000E+01
 0.20426141825E+02,0.64770870829E-06,0.30430818085E+01,0.70372384310E+00,0.66000611839E-02,0.13179817054E+02,0.13326017173E+01,0.60916876928E+00,0.39083123072E+00,0.10000000000E+01,0.10000000000E+01
 0.20808449048E+02,0.65983159083E-06,0.30430818085E+01,0.70381067342E+00,0.64249192514E-02,0.13448888959E+02,0.13350580104E+01,0.61034724293E+00,0.38965275707E+00,0.10000000000E+01,0.10000000000E+01
 0.21190762849E+02,0.67195468191E-06,0.30430818085E+01,0.70389391702E+00,0.62573425597E-02,0.13717997317E+02,0.13374502788E+01,0.61149762925E+00,0.38850237075E+00,0.10000000000E+01,0.10000000000E+01
 0.21573083133E+02,0.68407797860E-06,0.30430818085E+01,0.70397391302E+00,0.60969573083E-02,0.13987140824E+02,0.13397812692E+01,0.61262136826E+00,0.38737863174E+00,0.10000000000E+01,0.10000000000E+01
 0.21955409750E+02,0.69620147609E-06,0.30430818085E+01,0.70399650591E+00,0.59434119816E-02,0.14256297426E+02,0.13420535938E+01,0.61371024180E+00,0.38628975820E+00,0.10000000000E+01,0.10000000000E+01
 0.22337742506E+02,0.70832516826E-06,0.30430818085E+01,0.70403544328E+00,0.57962863999E-02,0.14525473238E+02,0.13442697040E+01,0.61476714410E+00,0.38523285590E+00,0.10000000000E+01,0.10000000000E+01
 0.22720081173E+02,0.72044904786E-06,0.30430818085E+01,0.70405669758E+00,0.56549644696E-02,0.14794661337E+02,0.13464318156E+01,0.61578930843E+00,0.38421069157E+00,0.10000000000E+01,0.10000000000E+01
 0.23102425785E+02,0.73257311597E-06,0.30430818085E+01,0.70408847865E+00,0.55192294961E-02,0.15063865773E+02,0.13485420632E+01,0.61678208460E+00,0.38321791540E+00,0.10000000000E+01,0.10000000000E+01
 0.23484776036E+02,0.74469736288E-06,0.30430818085E+01,0.70413438335E+00,0.53887496278E-02,0.15333091731E+02,0.13506024530E+01,0.61774849818E+00,0.38225150182E+00,0.10000000000E+01,0.10000000000E+01
 0.23867131646E+02,0.75682177973E-06,0.30430818085E+01,0.70420324238E+00,0.52632177117E-02,0.15602347791E+02,0.13526148738E+01,0.61869545606E+00,0.38130454394E+00,0.10000000000E+01,0.10000000000E+01
 0.24249492507E+02,0.76894636312E-06,0.30430818085E+01,0.70426971948E+00,0.51423641587E-02,0.15871632968E+02,0.13545811126E+01,0.61962427258E+00,0.38037572742E+00,0.10000000000E+01,0.10000000000E+01
 0.24631858836E+02,0.78107111985E-06,0.30430818085E+01,0.70430455987E+00,0.50258767475E-02,0.16140935316E+02,0.13565028386E+01,0.62052732020E+00,0.37947267980E+00,0.10000000000E+01,0.10000000000E+01
 0.25014230607E+02,0.79319604920E-06,0.30430818085E+01,0.70427924415E+00,0.49135528792E-02,0.16410231819E+02,0.13583816426E+01,0.62139124955E+00,0.37860875045E+00,0.10000000000E+01,0.10000000000E+01
 0.25396607575E+02,0.80532114331E-06,0.30430818085E+01,0.70431847075E+00,0.48051670497E-02,0.16679546980E+02,0.13602190278E+01,0.62223243661E+00,0.37776756339E+00,0.10000000000E+01,0.10000000000E+01
 0.25778989546E+02,0.81744639605E-06,0.30430818085E+01,0.70437100093E+00,0.47005396506E-02,0.16948885751E+02,0.13620164294E+01,0.62305670385E+00,0.37694329615E+00,0.10000000000E+01,0.10000000000E+01
 0.26161376277E+02,0.82957179977E-06,0.30430818085E+01,0.70438527390E+00,0.45994865942E-02,0.17218233334E+02,0.13637752120E+01,0.62385602688E+00,0.37614397312E+00,0.10000000000E+01,0.10000000000E+01
 0.26543767420E+02,0.84169734337E-06,0.30430818085E+01,0.70444360428E+00,0.45018742291E-02,0.17487606329E+02,0.13654966889E+01,0.62464058486E+00,0.37535941514E+00,0.10000000000E+01,0.10000000000E+01
 0.26926162811E+02,0.85382302164E-06,0.30430818085E+01,0.70449999327E+00,0.44075021442E-02,0.17757003879E+02,0.13671820974E+01,0.62541112938E+00,0.37458887062E+00,0.10000000000E+01,0.10000000000E+01
 0.27308562323E+02,0.86594883063E-06,0.30430818085E+01,0.70454990340E+00,0.43162175434E-02,0.18026423418E+02,0.13688326168E+01,0.62616680248E+00,0.37383319752E+00,0.10000000000E+01,0.10000000000E+01
 0.27690965910E+02,0.87807476884E-06,0.30430818085E+01,0.70457483211E+00,0.42278931317E-02,0.18295855362E+02,0.13704493783E+01,0.62690173660E+00,0.37309826340E+00,0.10000000000E+01,0.10000000000E+01
 0.28073373332E+02,0.89020082864E-06,0.30430818085E+01,0.70462671808E+00,0.41423933565E-02,0.18565309848E+02,0.13720334603E+01,0.62762418655E+00,0.37237581345E+00,0.10000000000E+01,0.10000000000E+01
 0.28455784440E+02,0.90232700534E-06,0.30430818085E+01,0.70467686193E+00,0.40596011346E-02,0.18834786108E+02,0.13735858969E+01,0.62833389091E+00,0.37166610909E+00,0.10000000000E+01,0.10000000000E+01
 0.28838199179E+02,0.91445329715E-06,0.30430818085E+01,0.70472539810E+00,0.39793831217E-02,0.19104283487E+02,0.13751076716E+01,0.62903131513E+00,0.37096868487E+00,0.10000000000E+01,0.10000000000E+01
 0.29220617518E+02,0.92657970312E-06,0.30430818085E+01,0.70477249552E+00,0.39016174457E-02,0.19373801414E+02,0.13765997217E+01,0.62971709751E+00,0.37028290249E+00,0.10000000000E+01,0.10000000000E+01
 0.29603039534E+02,0.93870622570E-06,0.30430818085E+01,0.70481817680E+00,0.38262124021E-02,0.19643339402E+02,0.13780629496E+01,0.63039139659E+00,0.36960860341E+00,0.10000000000E+01,0.10000000000E+01
 0.29985465143E+02,0.95083286223E-06,0.30430818085E+01,0.70486244541E+00,0.37530754600E-02,0.19912896852E+02,0.13794982217E+01,0.63105439602E+00,0.36894560398E+00,0.10000000000E+01,0.10000000000E+01
 0.30367894079E+02,0.96295960424E-06,0.30430818085E+01,0.70486545907E+00,0.36821065963E-02,0.20182457800E+02,0.13809063658E+01,0.63169807084E+00,0.36830192916E+00,0.10000000000E+01,0.10000000000E+01
 0.30750326214E+02,0.97508644769E-06,0.30430818085E+01,0.70485911687E+00,0.36132298553E-02,0.20452018577E+02,0.13822881810E+01,0.63231629902E+00,0.36768370098E+00,0.10000000000E+01,0.10000000000E+01
 0.31132761353E+02,0.98721338638E-06,0.30430818085E+01,0.70488964501E+00,0.35463189263E-02,0.20721593146E+02,0.13836444180E+01,0.63292077291E+00,0.36707922709E+00,0.10000000000E+01,0.10000000000E+01
 0.31515199416E+02,0.99934041780E-06,0.30430818085E+01,0.70493087745E+00,0.34813071647E-02,0.20991185545E+02,0.13849758024E+01,0.63351583065E+00,0.36648416935E+00,0.10000000000E+01,0.10000000000E+01
 0.31897640338E+02,0.10114675399E-05,0.30430818085E+01,0.70497095759E+00,0.34181351714E-02,0.21260795288E+02,0.13862830371E+01,0.63410170975E+00,0.36589829025E+00,0.10000000000E+01,0.10000000000E+01
 0.32280084024E+02,0.10235947496E-05,0.30430818085E+01,0.70500995639E+00,0.33567014589E-02,0.21530421895E+02,0.13875667864E+01,0.63467893668E+00,0.36532106332E+00,0.10000000000E+01,0.10000000000E+01
 0.32662530500E+02,0.10357220478E-05,0.30430818085E+01,0.70504788404E+00,0.32969651111E-02,0.21800064974E+02,0.13888276991E+01,0.63524733777E+00,0.36475266223E+00,0.10000000000E+01,0.10000000000E+01
 0.33044979740E+02,0.10478494337E-05,0.30430818085E+01,0.70507245515E+00,0.32388637661E-02,0.22069719398E+02,0.13900664001E+01,0.63580471593E+00,0.36419528407E+00,0.10000000000E+01,0.10000000000E+01
 0.33427431650E+02,0.10599769042E-05,0.30430818085E+01,0.70508468668E+00,0.31823575205E-02,0.22339380383E+02,0.13912834988E+01,0.63634787795E+00,0.36365212205E+00,0.10000000000E+01,0.10000000000E+01
 0.33809886136E+02,0.10721044564E-05,0.30430818085E+01,0.70512021430E+00,0.31273946699E-02,0.22609056772E+02,0.13924795849E+01,0.63688298531E+00,0.36311701469E+00,0.10000000000E+01,0.10000000000E+01
 0.34192343114E+02,0.10842320876E-05,0.30430818085E+01,0.70515474820E+00,0.30738976738E-02,0.22878748127E+02,0.13936552185E+01,0.63740998457E+00,0.36259001543E+00,0.10000000000E+01,0.10000000000E+01
 0.34574802441E+02,0.10963597933E-05,0.30430818085E+01,0.70518831354E+00,0.30218055186E-02,0.23148453974E+02,0.13948109363E+01,0.63792905722E+00,0.36207094278E+00,0.10000000000E+01,0.10000000000E+01
 0.34957264093E+02,0.11084875727E-05,0.30430818085E+01,0.70522096534E+00,0.29710616802E-02,0.23418173949E+02,0.13959472534E+01,0.63844051955E+00,0.36155948045E+00,0.10000000000E+01,0.10000000000E+01
 0.35339728038E+02,0.11206154249E-05,0.30430818085E+01,0.70525277054E+00,0.29216173664E-02,0.23687907707E+02,0.13970646667E+01,0.63894459475E+00,0.36105540525E+00,0.10000000000E+01,0.10000000000E+01
 0.35722194275E+02,0.11327433497E-05,0.30430818085E+01,0.70528373702E+00,0.28734227892E-02,0.23957654923E+02,0.13981636539E+01,0.63944146831E+00,0.36055853169E+00,0.10000000000E+01,0.10000000000E+01
 0.36104662788E+02,0.11448713467E-05,0.30430818085E+01,0.70531389339E+00,0.28264503462E-02,0.24227415280E+02,0.13992446822E+01,0.63993112417E+00,0.36006887583E+00,0.10000000000E+01,0.10000000000E+01
 0.36487133569E+02,0.11569994155E-05,0.30430818085E+01,0.70533374298E+00,0.27806466392E-02,0.24497184827E+02,0.14003081983E+01,0.64041142886E+00,0.35958857114E+00,0.10000000000E+01,0.10000000000E+01
 0.36869606581E+02,0.11691275552E-05,0.30430818085E+01,0.70535221211E+00,0.27360003512E-02,0.24766963012E+02,0.14013546446E+01,0.64088196015E+00,0.35911803985E+00,0.10000000000E+01,0.10000000000E+01
 0.37252081677E+02,0.11812557609E-05,0.30430818085E+01,0.70538045423E+00,0.26924632208E-02,0.25036753469E+02,0.14023844447E+01,0.64134577391E+00,0.35865422609E+00,0.10000000000E+01,0.10000000000E+01
 0.37634558768E+02,0.11933840299E-05,0.30430818085E+01,0.70540796366E+00,0.26499962547E-02,0.25306555855E+02,0.14033980076E+01,0.64180310752E+00,0.35819689248E+00,0.10000000000E+01,0.10000000000E+01
